scenario,label,variant,year,generation_from_econs_flow_t,generation_from_flow42_t,waste_generated_total_t,generation_from_econs_flow_Mt,generation_from_flow42_Mt,waste_generated_total_Mt,flow42_minus_econs_t
SCS,System Change,UPPER,2030,1927968.28111997,1928150.07532046,2310876.036239166,1.9279682811199699,1.92815007532046,2.310876036239166,181.794200489996
SCS,System Change,UPPER,2031,1972254.88193691,1972403.82095609,2363987.122120075,1.9722548819369101,1.97240382095609,2.363987122120075,148.93901917990297
SCS,System Change,UPPER,2032,2013318.89962163,2013449.86195784,2412790.422549824,2.01331889962163,2.01344986195784,2.4127904225498242,130.96233620983548
SCS,System Change,UPPER,2033,2052345.67824393,2052464.90429729,2458651.431429306,2.0523456782439298,2.05246490429729,2.458651431429306,119.2260533599183
SCS,System Change,UPPER,2034,2088153.90055488,2088255.68783199,2500136.039932956,2.08815390055488,2.08825568783199,2.500136039932956,101.78727710992098
SCS,System Change,UPPER,2035,2097616.66074121,2097591.16344707,2509682.741828939,2.09761666074121,2.09759116344707,2.509682741828939,-25.497294140048325
SCS,System Change,UPPER,2036,2103065.58671948,2103090.15830369,2526249.489540089,2.10306558671948,2.10309015830369,2.526249489540089,24.571584210265428
SCS,System Change,UPPER,2037,2103117.9385887,2103115.14595932,2536015.7264053114,2.1031179385886998,2.10311514595932,2.5360157264053114,-2.7926293797791004
SCS,System Change,UPPER,2038,2097344.77763461,2097312.93732934,2538388.344838086,2.09734477763461,2.09731293732934,2.538388344838086,-31.84030527016148
SCS,System Change,UPPER,2039,2087219.75805466,2087166.19842755,2535052.412546821,2.08721975805466,2.0871661984275502,2.535052412546821,-53.559627109905705
SCS,System Change,UPPER,2040,2071058.95095585,2070975.21233197,2523858.614347463,2.07105895095585,2.07097521233197,2.523858614347463,-83.73862388008274
SCS,System Change,UPPER,2041,2050308.10648361,2050201.42593605,2506469.310257486,2.05030810648361,2.05020142593605,2.506469310257486,-106.68054756009951
SCS,System Change,UPPER,2042,2023986.33812594,2023851.86075257,2481613.16443923,2.02398633812594,2.02385186075257,2.48161316443923,-134.47737336996943
SCS,System Change,UPPER,2043,1992540.2746282,1992380.21304081,2449736.962909095,1.9925402746282002,1.9923802130408101,2.449736962909095,-160.06158739002421
SCS,System Change,UPPER,2044,1955944.4995087,1955758.6400613,2410694.020504651,1.9559444995087,1.9557586400613,2.410694020504651,-185.85944740008563
